car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
3,2,814,13,31,0.4,7500,0,1,2,1,30,5500,0.0996,70.1,3.256
3,2,5864,8,8,0.11,10450,1,1,3,1,10,5500,0.09,37.153,6.4504
1,2,1924,12,14,0.0859,8700,1,1,3,1,15,5500,0.1249,89.027,1.652716
1,2,5071,11,25,0.1719,9300,1,1,3,2,20,5500,0.0342,250,8.717049
4,1,1289,9,17,0.263157895,11500,1,1,3,2,35,8200,0.1275,109,3.392105263
4,1,874,2,28,0.328947368,20000,1,1,3,1,40,8200,0.107,377,2.875
1,2,747,3,15,0.166666667,19300,1,0,2,1,100,5500,0.1135,97.439,1.245
3,2,5864,8,30,0.01,10450,1,0,2,1,15,5500,0.0743,100,0.5864
1,2,2213,6,26,0.25862069,15500,1,1,2,1,20,5500,0.0662,207.496,5.723275862
3,2,5937,7,20,0.28,11050,1,0,2,1,25,5500,0.1143,50,16.6236
2,3,1604,9,26,0.0896,12400,1,0,1,1,20,9100,0.0662,140.2,1.437184
2,3,3221,2,29,0.0277,17500,1,1,3,2,70,9100,0.1151,200,0.892217
3,2,1562,4,3,0.3,14800,1,1,3,1,5,5500,0.0563,57,4.686
3,2,26,1,14,0.7,18400,1,0,1,1,20,5500,0.1249,40,0.182
4,1,2632,6,10,0.526315789,13700,1,1,3,1,10,8200,0.2342,60,13.85263158
2,3,3221,2,2,1.568530702,17500,1,1,3,1,3,9100,0.03,14,50.5223739
1,2,4414,8,7,0.166666667,12500,1,0,1,1,10,5500,0.0511,20,7.356666667
4,1,1055,3,18,0.526315789,15700,1,1,3,2,30,8200,0.1417,230,5.552631579
2,3,1604,9,30,0.172413793,12400,1,0,1,1,15,9100,0.0743,150,2.765517241
3,2,698,15,16,0.2,6600,1,0,2,1,10,5500,0.0912,30,1.396
3,2,3800,6,7,0.2,11500,1,1,3,1,5,5500,0.0511,41,7.6
3,2,273,14,35,0.8,7050,1,1,3,2,50,5500,0.0618,4000,2.184
1,2,5071,11,5,0.1719,9300,1,1,3,2,20,5500,0.1053,39,8.717049
3,2,1562,4,36,0.001,14800,1,0,2,1,100,5500,0.1,2000,0.01562
3,2,9315,10,14,0.7,9700,1,0,2,1,15,5500,0.1249,40,65.205
1,2,1924,12,12,0.4299,8700,1,1,3,1,15,5500,0.1297,85,8.271276
4,1,146,1,9,0.263157895,20500,1,1,3,2,20,8200,0.06,39,0.384210526
1,2,1800,13,31,0.1719,8300,1,1,2,1,30,5500,0.0996,171.044,3.0942
3,2,9315,10,16,0.08,9700,1,0,1,1,10,5500,0.0912,30,7.452
4,1,5457,8,20,0.344827586,11900,1,1,3,1,20,8200,0.1143,285,18.81724138
1,2,2213,6,31,0.25862069,15500,1,1,1,1,30,5500,0.0996,171.044,5.723275862
3,2,4549,9,23,0.08,9900,1,0,1,1,15,5500,0.07,100,3.6392
1,2,792,1,9,0.166666667,25200,0,1,1,1,10,5500,0.06,35.05,1.32
4,1,874,2,29,0.0277,20000,1,0,1,1,50,8200,0.1151,150,0.242098
3,2,1562,4,4,0.1,14800,0,1,1,1,10,5500,0.12,24.535,1.562
1,2,4414,8,4,0.1719,12500,0,1,2,1,10,5500,0.1244,24.535,7.587666
3,2,5937,7,31,0.07,11050,1,1,3,2,50,5500,0.0996,580,4.1559
1,2,1516,5,28,0.25862069,16800,1,1,3,1,100,5500,0.107,351.902,3.920689655
1,2,1924,12,29,0.0859,8700,1,0,2,1,50,5500,0.1151,44.163,1.652716
3,2,4549,9,26,0.13,9900,1,0,1,1,20,5500,0.0662,115,5.9137
2,3,2757,5,28,0.25862069,16000,1,1,3,1,40,9100,0.107,1124,7.130172414
2,3,1604,9,17,0.0831,12400,1,1,3,1,10,9100,0.1275,103.748,1.332924
4,1,5457,8,26,0.0896,11900,1,1,3,1,30,8200,0.0662,150,4.889472
1,2,5071,11,12,0.4299,9300,0,1,2,1,15,5500,0.1297,30,21.800229
2,3,1604,9,19,0.0896,12400,1,1,3,2,20,9100,0.1417,130,1.437184
2,3,5772,7,11,0.0554,14000,1,1,1,1,15,9100,0.0552,86,3.197688
4,1,2720,7,21,0.131578947,12000,1,1,3,2,40,8200,0.1104,99,3.578947368
1,2,1800,13,8,0.1719,8300,1,1,2,1,10,5500,0.0924,37.153,3.0942
4,1,146,1,36,0.026315789,20500,1,0,2,1,150,8200,0.1,1000,0.038421053
3,2,9315,10,23,0.08,9700,1,0,2,1,15,5500,0.07,100,7.452
1,2,1800,13,23,0.0859,8300,1,1,3,1,15,5500,0.07,300,1.5462
3,2,9315,10,26,0.13,9700,1,0,1,1,20,5500,0.0662,115,12.1095
2,3,2009,10,32,0.7168,11900,1,0,2,1,20,9100,0.0525,100,14.400512
1,2,1924,12,5,0.1719,8700,1,1,1,1,10,5500,0.1053,39,3.307356
3,2,5864,8,14,0.7,10450,1,0,1,1,15,5500,0.1249,40,41.048
1,2,1951,7,32,0.001,14300,1,0,1,1,20,5500,0.0525,105.15,0.01951
2,3,107371,3,5,0.0554,17000,1,0,1,1,10,9100,0.1053,30,59.483534
1,2,1800,13,20,0.7738,8300,1,1,3,2,30,5500,0.1143,267,13.9284
1,2,1924,12,31,0.1719,8700,1,1,3,1,30,5500,0.0996,171.044,3.307356
4,1,146,1,11,0.197368421,20500,1,0,2,1,15,8200,0.0552,30,0.288157895
1,2,2315,9,31,0.1719,12000,0,1,2,1,30,5500,0.0996,70.1,3.979485
3,2,4549,9,26,0.13,9900,1,0,2,1,20,5500,0.0662,115,5.9137
3,2,3800,6,26,0.13,11500,1,0,1,1,20,5500,0.0662,115,4.94
3,2,4549,9,12,0.1,9900,1,0,2,1,10,5500,0.1297,30,4.549
2,3,1604,9,35,0.0896,12400,1,0,1,1,40,9100,0.0618,487.195,1.437184
1,2,1800,13,27,0.4299,8300,1,0,2,1,10,5500,0.4333,100,7.7382
3,2,5937,7,20,0.28,11050,0,1,1,1,20,5500,0.1143,65,16.6236
2,3,1368,8,29,0.0896,12500,1,0,1,1,50,9100,0.1151,140,1.225728
1,2,550,4,19,0.086206897,17400,1,0,2,1,10,5500,0.1417,55,0.474137931
1,2,350,2,7,0.166666667,23100,1,0,1,1,10,5500,0.0511,35.05,0.583333333
1,2,1516,5,16,0.25862069,16800,1,1,3,2,20,5500,0.0912,180.157,3.920689655
3,2,814,13,28,0.8,7500,1,1,3,1,40,5500,0.107,205,6.512
2,3,2757,5,28,0.25862069,16000,1,0,2,1,40,9100,0.107,300,7.130172414
2,3,3221,2,28,0.25862069,17500,1,1,3,1,40,9100,0.107,1124,8.330172414
4,1,1289,9,20,0.344827586,11500,1,1,3,2,40,8200,0.1143,285,4.444827586
3,2,4549,9,36,0.001,9900,1,1,3,1,120,5500,0.1,6120,0.04549
4,1,2392,5,32,0.263157895,13800,1,0,1,1,20,8200,0.0525,80,6.294736842
1,2,2031,10,12,0.4299,10700,0,1,1,1,15,5500,0.1297,30,8.731269
2,3,7212,6,6,0.470559211,15500,1,1,2,1,10,9100,0.1249,24,33.93673026
2,3,686,1,30,0.172413793,19500,1,1,3,2,30,9100,0.0743,220,1.182758621
4,1,2392,5,7,0.197368421,13800,1,0,2,1,10,8200,0.0511,20,4.721052632
3,2,273,14,28,0.8,7050,1,0,2,1,40,5500,0.107,100,2.184
3,2,3003,12,14,0.8,7950,0,1,1,1,15,5500,0.1249,42.06,24.024
2,3,2098,4,23,0.0554,16000,1,1,3,2,30,9100,0.07,330,1.162292
3,2,3995,5,31,0.07,13000,1,1,3,2,50,5500,0.0996,580,2.7965
3,2,5937,7,15,0.01,11050,1,1,3,1,100,5500,0.1135,140,0.5937
4,1,2720,7,6,0.858333333,12000,1,1,3,1,10,8200,0.1249,33,23.34666667
3,2,698,15,27,0.13,6600,1,0,2,1,30,5500,0.4333,100,0.9074
4,1,1841,4,4,0.263157895,15000,1,0,1,1,10,8200,0.1244,10,4.844736842
1,2,1951,7,4,0.1724,14300,1,1,3,1,10,5500,0.1244,42.06,3.363524
1,2,1516,5,21,0.431034483,16800,1,0,2,1,20,5500,0.1104,84.12,6.534482759
3,2,4549,9,13,0.07,9900,1,1,1,1,10,5500,0.0951,39.957,3.1843
2,3,5772,7,9,0.0831,14000,0,1,2,1,10,9100,0.06,40,4.796532
2,3,2098,4,6,0.470559211,16000,1,1,1,1,10,9100,0.1249,24,9.872332237
3,2,9315,10,32,0.05,9700,1,0,1,1,25,5500,0.0525,200,4.6575
2,3,2009,10,11,0.6272,11900,0,1,2,1,15,9100,0.0552,17,12.600448
2,3,107371,3,13,0.0831,17000,1,1,2,1,10,9100,0.0951,435,89.225301
3,2,3995,5,19,0.11,13000,1,0,1,1,20,5500,0.1417,90,4.3945
1,2,747,3,33,0.172413793,19300,1,0,2,1,40,5500,0.0554,490.7,1.287931034
2,3,686,1,4,0.1724,19500,0,1,1,1,10,9100,0.1244,24.535,1.182664
2,3,7212,6,1,0.3047,15500,1,1,3,2,1,9100,0.0229,19,21.974964
3,2,26,1,33,0.7,18400,1,0,2,1,40,5500,0.0554,600,0.182
3,2,3571,11,16,0.2,8500,1,0,1,1,10,5500,0.0912,30,7.142
1,2,2213,6,12,0.43,15500,0,1,2,1,15,5500,0.1297,30,9.5159
1,2,792,1,24,0.0862,25200,1,0,1,1,10,5500,0.1275,140.2,0.682704
3,2,5864,8,34,0.11,10450,1,1,3,2,60,5500,0.1934,1706,6.4504
2,3,3221,2,13,0.0831,17500,1,1,3,1,10,9100,0.0951,435,2.676651
2,3,107371,3,13,0.0831,17000,1,0,2,1,10,9100,0.0951,70,89.225301
2,3,686,1,34,0.0277,19500,1,1,3,1,35,9100,0.1934,4823,0.190022
3,2,1523,3,29,0.001,15300,1,1,3,1,35,5500,0.1151,71,0.01523
1,2,5071,11,17,0.1719,9300,1,0,2,1,10,5500,0.1275,45,8.717049
3,2,1523,3,13,0.07,15300,1,0,1,1,10,5500,0.0951,21.03,1.0661
3,2,9315,10,13,0.07,9700,1,0,2,1,10,5500,0.0951,21.03,6.5205
3,2,814,13,34,0.2,7500,1,1,3,2,60,5500,0.1934,1413,1.628
3,2,273,14,22,0.8,7050,1,1,3,1,5,5500,0.1233,24,2.184
2,3,1604,9,2,3.193287037,12400,0,1,1,1,3,9100,0.03,7,51.22032407
2,3,2757,5,1,0.3047,16000,0,1,1,1,0,9100,0.0229,2,8.400579
1,2,792,1,36,0.172413793,25200,1,1,3,2,250,5500,0.1,10701.466,1.365517241
2,3,5772,7,2,1.568530702,14000,0,1,1,1,3,9100,0.03,7,90.53559211
3,2,3003,12,28,0.8,7950,1,1,3,1,40,5500,0.107,205,24.024
2,3,686,1,26,0.0896,19500,1,1,2,1,20,9100,0.0662,462,0.614656
1,2,1951,7,2,1.874117232,14300,1,1,3,1,3,5500,0.03,10,36.56402719
1,2,350,2,22,0.166666667,23100,1,0,1,1,40,5500,0.1233,40,0.583333333
3,2,5937,7,11,0.02,11050,1,1,3,2,50,5500,0.0552,152,1.1874
2,3,7212,6,14,0.1108,15500,1,1,3,2,30,9100,0.1249,89.027,7.990896
1,2,2315,9,2,3.229166667,12000,0,1,2,1,3,5500,0.03,7,74.75520833
4,1,2392,5,22,0.131578947,13800,1,0,1,1,10,8200,0.1233,40,3.147368421
4,1,1055,3,34,0.263157895,15700,1,1,3,2,60,8200,0.1934,2277,2.776315789
1,2,4414,8,7,0.166666667,12500,1,1,3,2,15,5500,0.0511,63,7.356666667
4,1,2720,7,33,0.789473684,12000,1,0,2,1,30,8200,0.0554,200,21.47368421
1,2,2213,6,25,0.1719,15500,1,1,3,1,10,5500,0.0342,250,3.804147
1,2,350,2,21,0.166666667,23100,1,0,1,1,20,5500,0.1104,105.15,0.583333333
1,2,550,4,16,0.25862069,17400,1,0,1,1,10,5500,0.0912,70.1,1.422413793
1,2,2213,6,10,0.517241379,15500,1,1,3,2,20,5500,0.2342,60,11.44655172
4,1,1055,3,16,0.328947368,15700,1,0,1,1,20,8200,0.0912,20,3.470394737
2,3,1604,9,9,0.1792,12400,1,1,2,1,10,9100,0.06,41,2.874368
1,2,4414,8,30,0.172413793,12500,1,0,2,1,15,5500,0.0743,100,7.610344828
1,2,792,1,13,0.0859,25200,1,1,2,1,10,5500,0.0951,39.957,0.680328
1,2,792,1,5,0.3334,25200,1,1,1,1,10,5500,0.1053,37.854,2.640528
3,2,3800,6,11,0.02,11500,1,1,3,1,20,5500,0.0552,152,0.76
4,1,874,2,28,0.328947368,20000,1,1,3,2,120,8200,0.107,377,2.875
2,3,1368,8,8,0.0831,12500,1,1,1,1,10,9100,0.0924,37.153,1.136808
4,1,1841,4,5,0.131578947,15000,1,1,3,2,20,8200,0.1053,56,2.422368421
2,3,107371,3,9,0.0831,17000,1,0,1,1,10,9100,0.06,35,89.225301
1,2,1516,5,32,0.001,16800,1,1,3,2,30,5500,0.0525,278.297,0.01516
1,2,2031,10,29,0.0859,10700,1,0,1,1,50,5500,0.1151,44.163,1.744629
1,2,792,1,5,0.3334,25200,1,0,1,1,10,5500,0.1053,37.854,2.640528
3,2,273,14,13,0.4,7050,1,0,2,1,10,5500,0.0951,21.03,1.092
3,2,698,15,13,0.4,6600,1,0,2,1,10,5500,0.0951,21.03,2.792
1,2,2315,9,26,0.25862069,12000,1,0,1,1,20,5500,0.0662,115,5.987068966
1,2,747,3,19,0.086206897,19300,1,0,1,1,10,5500,0.1417,55,0.643965517
2,3,2009,10,33,0.3584,11900,1,1,3,2,50,9100,0.0554,255,7.200256
3,2,5937,7,15,0.01,11050,1,0,2,1,100,5500,0.1135,80,0.5937
3,2,273,14,20,0.6,7050,1,1,3,2,50,5500,0.1143,46.09,1.638
3,2,3571,11,6,0.8,8500,0,1,2,1,10,5500,0.1249,14.02,28.568
3,2,26,1,21,0.08,18400,1,0,2,1,25,5500,0.1104,150,0.0208
1,2,2315,9,4,0.1719,12000,1,0,2,1,10,5500,0.1244,21.03,3.979485
2,3,2757,5,35,0.0554,16000,1,1,3,2,60,9100,0.0618,3370.408,1.527378
1,2,550,4,34,0.603448276,17400,1,0,1,1,40,5500,0.1934,1051.5,3.318965517
1,2,1800,13,19,0.1719,8300,1,0,2,1,10,5500,0.1417,50,3.0942
1,2,1516,5,11,0.25862069,16800,1,1,3,1,15,5500,0.0552,68.698,3.920689655
2,3,107371,3,18,0.0831,17000,1,1,3,1,10,9100,0.1417,130,89.225301
2,3,5772,7,7,0.0831,14000,1,0,1,1,10,9100,0.0511,35.05,4.796532
1,2,747,3,4,0.1724,19300,0,1,1,1,10,5500,0.1244,24.535,1.287828
2,3,107371,3,3,0.2688,17000,1,0,1,1,40,9100,0.0563,30,288.613248
1,2,792,1,25,0.1719,25200,1,1,3,2,20,5500,0.0342,250,1.361448
4,1,1289,9,22,0.131578947,11500,1,0,2,1,10,8200,0.1233,40,1.696052632
1,2,792,1,12,0.43,25200,0,1,2,1,15,5500,0.1297,30,3.4056
1,2,1800,13,17,0.1719,8300,0,1,1,1,10,5500,0.1275,45,3.0942
3,2,814,13,20,0.6,7500,1,1,3,2,50,5500,0.1143,46.09,4.884
3,2,3571,11,7,0.2,8500,1,1,3,2,10,5500,0.0511,41,7.142
1,2,1516,5,35,0.2579,16800,1,1,1,1,40,5500,0.0618,3370.408,3.909764
1,2,1951,7,26,0.25862069,14300,1,1,2,1,20,5500,0.0662,207.496,5.045689655
3,2,3995,5,3,0.3,13000,1,0,1,1,5,5500,0.0563,25,11.985
1,2,1516,5,4,0.1724,16800,1,1,3,1,10,5500,0.1244,42.06,2.613584
3,2,4549,9,16,0.08,9900,1,0,2,1,10,5500,0.0912,30,3.6392
3,2,1562,4,27,0.13,14800,1,1,3,2,50,5500,0.4333,395,2.0306
3,2,273,14,7,0.2,7050,1,1,3,1,5,5500,0.0511,41,0.546
4,1,874,2,21,0.131578947,20000,1,1,3,2,40,8200,0.1104,500,1.15
2,3,5772,7,4,0.1724,14000,1,0,1,1,10,9100,0.1244,21.03,9.950928
3,2,5864,8,31,0.07,10450,0,1,1,1,30,5500,0.0996,70.1,4.1048
3,2,3995,5,28,0.06,13000,1,0,2,1,40,5500,0.107,100,2.397
3,2,1523,3,25,0.1719,15300,1,1,3,1,10,5500,0.0342,250,2.618037
2,3,2757,5,32,0.7168,16000,1,0,1,1,20,9100,0.0525,100,19.762176
2,3,1604,9,25,0.0277,12400,1,1,3,1,10,9100,0.0342,198,0.444308
1,2,1800,13,35,0.2579,8300,1,1,2,1,40,5500,0.0618,3180,4.6422
2,3,7212,6,27,0.0277,15500,1,1,3,1,20,9100,0.4333,602,1.997724
1,2,792,1,28,0.25862069,25200,1,0,1,1,100,5500,0.107,280.4,2.048275862
4,1,2632,6,33,0.789473684,13700,1,1,3,1,30,8200,0.0554,869,20.77894737
3,2,457,2,6,0.85,17400,1,1,3,2,20,5500,0.1249,50.472,3.8845
2,3,1368,8,23,0.3584,12500,1,1,3,1,15,9100,0.07,290,4.902912
1,2,1924,12,30,0.172413793,8700,1,1,3,2,30,5500,0.0743,220,3.317241379
3,2,26,1,31,0.07,18400,1,0,1,1,40,5500,0.0996,170,0.0182
4,1,1841,4,6,0.858333333,15000,1,1,3,1,10,8200,0.1249,41,15.80191667
4,1,2720,7,35,0.394736842,12000,1,1,3,2,60,8200,0.0618,1853,10.73684211
3,2,698,15,3,0.4,6600,1,1,3,2,10,5500,0.0563,30,2.792
4,1,1055,3,21,0.131578947,15700,1,1,3,2,40,8200,0.1104,500,1.388157895
1,2,747,3,24,0.0862,19300,1,0,1,1,10,5500,0.1275,56.08,0.643914
3,2,457,2,12,0.7,17400,1,0,2,1,10,5500,0.1297,30,3.199
3,2,3995,5,18,0.8,13000,1,0,1,1,20,5500,0.1417,50,31.96
2,3,7212,6,3,0.2688,15500,1,0,1,1,40,9100,0.0563,30,19.385856
2,3,2098,4,15,0.166666667,16000,1,0,1,1,50,9100,0.1135,30,3.496666667
4,1,1055,3,5,0.131578947,15700,1,0,1,1,10,8200,0.1053,30,1.388157895
4,1,1055,3,25,0.0277,15700,1,0,2,1,5,8200,0.0342,150,0.292235
3,2,457,2,36,0.001,17400,1,0,2,1,100,5500,0.1,2000,0.00457
1,2,1951,7,15,0.166666667,14300,1,1,3,1,100,5500,0.1135,97.439,3.251666667
3,2,5937,7,8,0.11,11050,1,1,2,1,10,5500,0.09,37.153,6.5307
3,2,457,2,18,0.7,17400,1,1,3,1,15,5500,0.1417,120,3.199
1,2,5071,11,32,0.001,9300,1,1,3,1,20,5500,0.0525,777,0.05071
3,2,457,2,9,0.7,17400,0,1,2,1,10,5500,0.06,35.05,3.199
1,2,350,2,1,4.310344828,23100,1,1,3,2,1,5500,0.0229,19,15.0862069
1,2,1800,13,35,0.2579,8300,1,0,2,1,40,5500,0.0618,400,4.6422
3,2,1562,4,33,0.7,14800,1,1,3,1,60,5500,0.0554,1380,10.934
3,2,3571,11,13,0.4,8500,1,1,1,1,10,5500,0.0951,39.957,14.284
2,3,2757,5,9,0.0831,16000,1,0,1,1,10,9100,0.06,35,2.291067
3,2,5937,7,32,0.05,11050,1,0,1,1,25,5500,0.0525,200,2.9685
1,2,747,3,20,0.344827586,19300,1,0,1,1,15,5500,0.1143,70.1,2.575862069
3,2,1562,4,7,0.2,14800,1,0,2,1,5,5500,0.0511,30,3.124
4,1,874,2,18,0.526315789,20000,1,1,3,2,30,8200,0.1417,235,4.6
1,2,1951,7,27,0.4299,14300,1,0,1,1,10,5500,0.4333,100,8.387349
1,2,1516,5,35,0.2579,16800,1,1,3,2,60,5500,0.0618,3370.408,3.909764
3,2,814,13,6,0.8,7500,1,1,2,1,10,5500,0.1249,15,6.512
3,2,5864,8,20,0.28,10450,1,1,3,2,50,5500,0.1143,184,16.4192
3,2,3995,5,27,0.13,13000,1,0,1,1,30,5500,0.4333,100,5.1935
4,1,146,1,5,0.131578947,20500,1,0,2,1,15,8200,0.1053,40,0.192105263
3,2,1523,3,22,0.8,15300,1,1,3,1,5,5500,0.1233,108,12.184
1,2,4414,8,16,0.0859,12500,1,0,1,1,10,5500,0.0912,60,3.791626
3,2,3800,6,19,0.11,11500,1,0,2,1,20,5500,0.1417,90,4.18
3,2,3800,6,31,0.07,11500,1,0,2,1,35,5500,0.0996,170,2.66
3,2,1562,4,7,0.2,14800,1,1,3,1,5,5500,0.0511,30,3.124
2,3,686,1,21,0.0831,19500,0,1,1,1,20,9100,0.1104,35,0.570066
3,2,3003,12,8,0.4,7950,1,1,1,1,10,5500,0.09,37.153,12.012
4,1,1055,3,7,0.197368421,15700,1,1,3,1,10,8200,0.0511,95,2.082236842
4,1,5457,8,18,0.526315789,11900,1,0,2,1,15,8200,0.1417,110,28.72105263
2,3,2009,10,5,0.0896,11900,1,0,1,1,10,9100,0.1053,30,1.800064
2,3,1604,9,21,0.2688,12400,1,0,1,1,20,9100,0.1104,35,4.311552
1,2,1516,5,30,0.172413793,16800,1,1,3,1,15,5500,0.0743,220,2.613793103
2,3,1604,9,29,0.0896,12400,1,0,1,1,50,9100,0.1151,140,1.437184
1,2,792,1,11,0.166666667,25200,1,1,3,2,30,5500,0.0552,68.698,1.32
3,2,1562,4,31,0.07,14800,0,1,1,1,30,5500,0.0996,255.865,1.0934
3,2,3571,11,12,0.8,8500,1,1,3,2,30,5500,0.1297,70,28.568
4,1,1055,3,33,0.789473684,15700,1,1,3,1,30,8200,0.0554,1483,8.328947368
3,2,3800,6,9,0.17,11500,0,1,1,1,10,5500,0.06,35.05,6.46
1,2,792,1,28,0.25862069,25200,1,0,2,1,100,5500,0.107,280.4,2.048275862
2,3,107371,3,36,0.0277,17000,1,1,3,1,150,9100,0.1,10701.466,29.741767
1,2,1516,5,17,0.1724,16800,1,0,2,1,10,5500,0.1275,49.07,2.613584
1,2,747,3,13,0.0859,19300,1,0,2,1,10,5500,0.0951,21.03,0.641673
2,3,1368,8,6,1.064429012,12500,1,1,3,2,20,9100,0.1249,24,14.56138889
2,3,7212,6,35,0.0554,15500,1,0,1,1,40,9100,0.0618,487.195,3.995448
1,2,1951,7,11,0.25862069,14300,1,0,1,1,15,5500,0.0552,28.04,5.045689655
3,2,814,13,16,0.2,7500,1,0,1,1,10,5500,0.0912,30,1.628
1,2,1951,7,21,0.431034483,14300,0,1,1,1,20,5500,0.1104,98.14,8.409482759
2,3,686,1,35,0.0554,19500,1,1,3,2,60,9100,0.0618,3370.408,0.380044
2,3,7212,6,9,0.0831,15500,1,1,2,1,10,9100,0.06,60,5.993172
3,2,9315,10,4,0.1,9700,1,0,1,1,10,5500,0.12,21.03,9.315
2,3,1368,8,29,0.0896,12500,1,1,3,1,50,9100,0.1151,170,1.225728
3,2,5937,7,7,0.2,11050,1,0,2,1,5,5500,0.0511,30,11.874
4,1,1841,4,33,0.789473684,15000,1,0,1,1,30,8200,0.0554,200,14.53421053
1,2,5071,11,29,0.0859,9300,1,0,2,1,50,5500,0.1151,44.163,4.355989
2,3,1368,8,8,0.0831,12500,1,1,3,2,20,9100,0.0924,37.153,1.136808
2,3,2009,10,18,0.448,11900,1,1,3,2,20,9100,0.1417,175,9.00032
4,1,1841,3,1,0.448,13880.12032,0,1,1,1,0,8200,0.0229,2,8.24768
4,1,2392,5,11,0.197368421,13800,1,1,3,2,30,8200,0.0552,93,4.721052632
1,2,2315,9,6,0.645833333,12000,0,1,2,1,10,5500,0.1249,14.02,14.95104167
4,1,874,2,31,0.0896,20000,1,0,2,1,40,8200,0.0996,100,0.783104
3,2,698,15,9,0.12,6600,0,1,1,1,10,5500,0.06,30,0.8376
4,1,1289,9,23,0.263157895,11500,1,1,3,2,30,8200,0.07,200,3.392105263
3,2,814,13,31,0.4,7500,1,0,2,1,35,5500,0.0996,150,3.256
2,3,3221,2,25,0.0277,17500,1,0,1,1,10,9100,0.0342,100,0.892217
1,2,1800,13,19,0.1719,8300,1,1,3,2,20,5500,0.1417,161,3.0942
3,2,9315,10,20,0.28,9700,1,1,3,1,25,5500,0.1143,184,26.082
1,2,1516,5,9,0.25862069,16800,0,1,1,1,10,5500,0.06,35.05,3.920689655
3,2,273,14,27,0.13,7050,1,1,3,2,50,5500,0.4333,413,0.3549
1,2,1951,7,13,0.0859,14300,1,1,1,1,10,5500,0.0951,39.957,1.675909
1,2,792,1,12,0.43,25200,1,1,3,2,30,5500,0.1297,77,3.4056
3,2,3995,5,20,0.28,13000,0,1,1,1,20,5500,0.1143,65,11.186
1,2,1516,5,33,0.172413793,16800,1,0,2,1,40,5500,0.0554,490.7,2.613793103
2,3,7212,6,17,0.0831,15500,0,1,2,1,10,9100,0.1275,56.08,5.993172
3,2,273,14,19,0.11,7050,1,1,3,1,15,5500,0.1417,140,0.3003
3,2,457,2,12,0.7,17400,1,1,3,2,30,5500,0.1297,70,3.199
3,2,5937,7,27,0.13,11050,1,0,2,1,30,5500,0.4333,100,7.7181
1,2,2031,10,10,0.2579,10700,0,1,2,1,10,5500,0.2342,40,5.237949
2,3,7212,6,25,0.0277,15500,1,1,3,2,20,9100,0.0342,150,1.997724
4,1,2632,6,12,0.263157895,13700,1,0,2,1,10,8200,0.1297,20,6.926315789
3,2,698,15,16,0.2,6600,1,0,1,1,10,5500,0.0912,30,1.396
3,2,3003,12,18,0.8,7950,1,0,1,1,15,5500,0.1417,50,24.024
1,2,1924,12,36,0.4299,8700,1,0,2,1,120,5500,0.1,2500,8.271276
3,2,698,15,5,0.8,6600,1,1,3,1,10,5500,0.1053,39,5.584
2,3,107371,3,10,0.1939,17000,0,1,2,1,10,9100,0.2342,40,208.192369
4,1,1055,3,33,0.789473684,15700,1,1,3,2,50,8200,0.0554,1483,8.328947368
4,1,1055,3,18,0.526315789,15700,1,1,3,1,15,8200,0.1417,230,5.552631579
1,2,1924,12,4,0.1719,8700,1,1,1,1,10,5500,0.1244,42.06,3.307356
1,2,792,1,32,0.001,25200,1,0,1,1,20,5500,0.0525,280.4,0.00792
3,2,3003,12,4,0.4,7950,1,1,1,1,10,5500,0.12,42.06,12.012
1,2,792,1,7,0.166666667,25200,1,1,2,1,10,5500,0.0511,56.781,1.32
3,2,3003,12,29,0.001,7950,1,1,3,2,100,5500,0.1151,35,0.03003
1,2,4414,8,21,0.5159,12500,0,1,1,1,20,5500,0.1104,98.14,22.771826
1,2,1951,7,14,0.344827586,14300,1,1,3,1,15,5500,0.1249,89.027,6.727586207
3,2,698,15,3,0.4,6600,1,1,3,1,5,5500,0.0563,30,2.792
1,2,1516,5,30,0.172413793,16800,1,1,3,2,30,5500,0.0743,220,2.613793103
2,3,3221,2,20,0.344827586,17500,1,0,2,1,15,9100,0.1143,50,11.10689655
3,2,26,1,4,0.1,18400,1,0,1,1,10,5500,0.12,21.03,0.026
3,2,5937,7,11,0.02,11050,1,0,2,1,20,5500,0.0552,50,1.1874
2,3,2009,10,15,0.166666667,11900,1,0,1,1,50,9100,0.1135,30,3.348333333
2,3,107371,3,4,0.1724,17000,1,1,1,1,10,9100,0.1244,56.08,185.107604
1,2,5071,11,25,0.1719,9300,1,0,1,1,10,5500,0.0342,100,8.717049
1,2,5071,11,9,0.3439,9300,1,1,1,1,10,5500,0.06,55,17.439169
1,2,1516,5,28,0.25862069,16800,1,1,2,1,100,5500,0.107,351.902,3.920689655
1,2,2031,10,32,0.001,10700,1,0,2,1,20,5500,0.0525,105.15,0.02031
4,1,1055,3,22,0.131578947,15700,1,1,3,2,20,8200,0.1233,187,1.388157895
1,2,550,4,26,0.25862069,17400,1,1,1,1,20,5500,0.0662,207.496,1.422413793
2,3,1368,8,24,0.0896,12500,1,1,3,1,20,9100,0.1275,233.433,1.225728
2,3,2098,4,22,0.554,16000,1,1,3,1,10,9100,0.1233,110,11.62292
