car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,online price ,price 
2,3,1604,9,35,0.0896,12400,1,1,3,1,40,9100,0.0618,3370.408,267
3,2,3995,5,31,0.07,13000,0,1,1,1,30,5500,0.0996,70.1,200
2,3,686,1,24,0.0277,19500,1,0,2,1,20,9100,0.1275,140.2,80
1,2,792,1,29,0.166666667,25200,1,1,3,2,70,5500,0.1151,46.266,994.19
1,2,2315,9,33,0.5159,12000,1,0,2,1,40,5500,0.0554,390,350
4,1,146,1,27,0.065789474,20500,1,1,3,2,50,8200,0.4333,417,500
1,2,5071,11,21,0.5159,9300,0,1,1,1,20,5500,0.1104,98.14,100
3,2,9315,10,12,0.1,9700,1,0,2,1,10,5500,0.1297,30,40
1,2,1516,5,6,0.51490162,16800,1,1,1,1,10,5500,0.1249,50.472,25
3,2,5937,7,6,0.47,11050,1,1,3,2,20,5500,0.1249,50.472,62.2
3,2,3995,5,21,0.08,13000,1,0,2,1,25,5500,0.1104,150,120
1,2,2213,6,19,0.25862069,15500,1,1,3,1,10,5500,0.1417,151,150
1,2,550,4,13,0.0859,17400,1,1,2,1,10,5500,0.0951,39.957,100
1,2,2213,6,5,0.1724,15500,1,1,3,2,20,5500,0.1053,37.854,47
3,2,1562,4,35,0.13,14800,1,0,1,1,20,5500,0.0618,600,300
3,2,9315,10,9,0.17,9700,1,1,3,1,10,5500,0.06,65,55
3,2,5937,7,21,0.08,11050,1,1,3,1,25,5500,0.1104,266,204
1,2,550,4,11,0.25862069,17400,1,0,1,1,15,5500,0.0552,28.04,60
3,2,3003,12,13,0.4,7950,1,1,3,1,10,5500,0.0951,39.957,90
3,2,698,15,21,0.1,6600,1,0,1,1,20,5500,0.1104,70,50
2,3,2757,5,11,0.0554,16000,1,1,3,2,30,9100,0.0552,86,104
1,2,5071,11,21,0.5159,9300,1,0,1,1,20,5500,0.1104,70,70
1,2,4414,8,31,0.1719,12500,0,1,2,1,30,5500,0.0996,70.1,150
4,1,2720,7,16,0.328947368,12000,1,0,1,1,20,8200,0.0912,20,35
1,2,1924,12,32,0.001,8700,1,0,1,1,20,5500,0.0525,105.15,200
4,1,1841,4,16,0.328947368,15000,1,0,2,1,20,8200,0.0912,20,50
2,3,7212,6,9,0.0831,15500,1,1,3,1,10,9100,0.06,60,60
2,3,3221,2,11,0.0554,17500,1,1,3,2,30,9100,0.0552,86,104
2,3,5772,7,5,0.0554,14000,1,1,3,2,20,9100,0.1053,50,35
3,2,273,14,5,0.8,7050,1,0,2,1,10,5500,0.1053,37.854,20
4,1,1055,3,35,0.394736842,15700,1,1,3,1,40,8200,0.0618,1483,4022
2,3,686,1,23,0.0554,19500,1,0,2,1,15,9100,0.07,150,30
3,2,1523,3,6,0.85,15300,1,1,2,1,10,5500,0.1249,50.472,40
3,2,814,13,36,0.001,7500,1,0,2,1,120,5500,0.1,2000,350
2,3,1604,9,9,0.1792,12400,1,1,3,1,10,9100,0.06,41,50
3,2,3995,5,20,0.28,13000,0,1,2,1,20,5500,0.1143,65,100
3,2,1562,4,33,0.7,14800,1,1,3,2,60,5500,0.0554,1380,1475
2,3,3221,2,31,0.0896,17500,0,1,1,1,30,9100,0.0996,255.865,200
2,3,2757,5,28,0.25862069,16000,1,0,1,1,40,9100,0.107,300,90
4,1,2392,5,5,0.131578947,13800,1,0,1,1,10,8200,0.1053,20,20
2,3,5772,7,23,0.0554,14000,1,1,3,2,30,9100,0.07,330,400
3,2,26,1,32,0.05,18400,1,0,1,1,25,5500,0.0525,200,150
3,2,3800,6,36,0.001,11500,1,0,2,1,100,5500,0.1,2000,450
2,3,107371,3,8,0.0831,17000,1,1,2,1,10,9100,0.0924,37.153,15
1,2,1924,12,19,0.4299,8700,1,1,3,1,10,5500,0.1417,130,150
1,2,4414,8,35,0.2579,12500,1,1,2,1,40,5500,0.0618,3180,4991.18
3,2,3995,5,16,0.08,13000,1,1,3,2,30,5500,0.0912,50,156
1,2,2031,10,2,3.229166667,10700,1,1,3,1,3,5500,0.03,22,15
3,2,3003,12,27,0.13,7950,1,0,1,1,30,5500,0.4333,100,50
2,3,1368,8,4,0.1724,12500,1,0,1,1,10,9100,0.1244,21.03,20
2,3,686,1,28,0.25862069,19500,1,0,2,1,40,9100,0.107,300,100
1,2,550,4,29,0.172413793,17400,1,0,1,1,50,5500,0.1151,44.163,180
2,3,1368,8,15,0.166666667,12500,1,0,1,1,50,9100,0.1135,30,70
1,2,2315,9,20,0.7738,12000,1,1,3,2,30,5500,0.1143,267,171.46
1,2,1516,5,31,0.25862069,16800,1,0,2,1,30,5500,0.0996,80.615,280
2,3,5772,7,31,0.0896,14000,1,1,2,1,30,9100,0.0996,175.951,300
3,2,5864,8,14,0.7,10450,1,1,3,2,50,5500,0.1249,73,125
1,2,792,1,4,0.1724,25200,1,0,1,1,10,5500,0.1244,21.03,20
1,2,4414,8,19,0.1719,12500,1,1,3,2,20,5500,0.1417,161,200
2,3,2098,4,36,0.0277,16000,1,0,2,1,150,9100,0.1,1752.5,550
2,3,5772,7,32,0.7168,14000,1,1,3,1,20,9100,0.0525,254,200
2,3,2009,10,13,0.0896,11900,1,0,2,1,10,9100,0.0951,70,110
3,2,5864,8,19,0.11,10450,1,0,1,1,20,5500,0.1417,90,70
1,2,1800,13,31,0.1719,8300,1,0,2,1,30,5500,0.0996,80.615,150
3,2,3003,12,12,0.8,7950,1,1,3,1,10,5500,0.1297,70,161
4,1,1841,4,36,0.026315789,15000,1,0,2,1,150,8200,0.1,1000,1050
1,2,350,2,24,0.0862,23100,1,0,2,1,10,5500,0.1275,140.2,175
1,2,550,4,32,0.001,17400,1,1,3,1,20,5500,0.0525,278.297,640
1,2,1516,5,5,0.1724,16800,1,0,1,1,10,5500,0.1053,37.854,50
3,2,9315,10,23,0.08,9700,1,1,3,1,15,5500,0.07,328,227
2,3,7212,6,35,0.0554,15500,1,1,3,2,60,9100,0.0618,3370.408,4991.18
1,2,792,1,15,0.166666667,25200,1,1,3,2,150,5500,0.1135,97.439,146.96
4,1,874,2,36,0.026315789,20000,1,0,1,1,150,8200,0.1,1000,1000
2,3,5772,7,9,0.0831,14000,1,1,3,2,20,9100,0.06,60,60
3,2,3571,11,11,0.2,8500,1,1,3,1,20,5500,0.0552,152,159
1,2,792,1,17,0.1724,25200,0,1,1,1,10,5500,0.1275,56.08,100
3,2,1562,4,5,0.69,14800,1,0,1,1,10,5500,0.1053,37.854,60
2,3,5772,7,26,0.0896,14000,1,1,2,1,20,9100,0.0662,462,530
2,3,5772,7,4,0.1724,14000,1,1,3,2,20,9100,0.1244,56.08,39.43
2,3,1604,9,9,0.1792,12400,0,1,1,1,10,9100,0.06,35.05,30
3,2,1562,4,25,0.1719,14800,1,1,3,2,20,5500,0.0342,250,718
4,1,2720,7,16,0.328947368,12000,1,1,3,2,40,8200,0.0912,152,160
1,2,5071,11,28,0.25862069,9300,1,1,1,1,100,5500,0.107,351.902,380
3,2,3995,5,21,0.08,13000,1,0,1,1,25,5500,0.1104,150,100
2,3,5772,7,19,0.0554,14000,1,1,3,1,10,9100,0.1417,130,250
1,2,747,3,10,0.517241379,19300,1,1,3,1,10,5500,0.2342,60,100
2,3,7212,6,29,0.0277,15500,1,1,3,2,70,9100,0.1151,200,300
1,2,792,1,1,4.310344828,25200,0,1,1,1,0,5500,0.0229,2,1
1,2,5071,11,19,0.1719,9300,1,1,3,2,20,5500,0.1417,161,200
1,2,792,1,9,0.166666667,25200,0,1,2,1,10,5500,0.06,35.05,70
3,2,273,14,26,0.2,7050,1,1,3,1,20,5500,0.0662,230,200
4,1,874,2,17,0.263157895,20000,1,1,3,1,10,8200,0.1275,86,350
4,1,1289,9,10,0.526315789,11500,0,1,1,1,10,8200,0.2342,40,50
1,2,2213,6,4,0.1724,15500,1,1,3,1,10,5500,0.1244,42.06,39.43
2,3,107371,3,24,0.0277,17000,1,0,1,1,20,9100,0.1275,140.2,90
3,2,5864,8,20,0.28,10450,1,0,1,1,25,5500,0.1143,70,60
3,2,1523,3,36,0.001,15300,1,0,1,1,100,5500,0.1,2000,600
3,2,457,2,16,0.07,17400,1,0,2,1,15,5500,0.0912,50,175
3,2,1562,4,18,0.7,14800,1,0,2,1,25,5500,0.1417,110,80
3,2,1523,3,34,0.11,15300,1,0,1,1,35,5500,0.1934,1808,1400
3,2,1523,3,29,0.001,15300,1,1,3,2,100,5500,0.1151,71,180
2,3,2757,5,33,0.0831,16000,1,0,1,1,40,9100,0.0554,200,300
2,3,2098,4,21,0.0831,16000,1,0,2,1,20,9100,0.1104,35,250
3,2,3003,12,3,0.4,7950,1,0,1,1,5,5500,0.0563,25,10
3,2,457,2,10,0.13,17400,1,1,3,1,10,5500,0.2342,100,100
3,2,9315,10,13,0.07,9700,1,1,2,1,10,5500,0.0951,39.957,110
1,2,4414,8,17,0.1719,12500,1,1,3,1,10,5500,0.1275,110,167.16
3,2,273,14,21,0.1,7050,1,1,3,1,20,5500,0.1104,125,80
3,2,3800,6,3,0.3,11500,1,1,3,1,5,5500,0.0563,57,39
2,3,3221,2,31,0.0896,17500,1,1,1,1,30,9100,0.0996,175.951,400
3,2,4549,9,21,0.08,9900,1,1,3,1,25,5500,0.1104,266,204
1,2,747,3,12,0.43,19300,1,1,3,2,30,5500,0.1297,70,100
2,3,3221,2,7,0.0831,17500,1,0,1,1,10,9100,0.0511,35.05,30
1,2,2315,9,36,0.4299,12000,1,0,2,1,120,5500,0.1,2500,850
1,2,350,2,15,0.166666667,23100,1,0,1,1,100,5500,0.1135,97.439,110
3,2,1562,4,34,0.11,14800,1,1,3,1,35,5500,0.1934,1808,3162
3,2,3800,6,13,0.07,11500,1,1,1,1,10,5500,0.0951,39.957,110
4,1,146,1,28,0.328947368,20500,1,1,3,1,40,8200,0.107,377,350
3,2,3800,6,10,0.17,11500,1,1,3,1,10,5500,0.2342,100,100
1,2,350,2,10,0.166666667,23100,1,1,3,2,20,5500,0.2342,60,100
3,2,3995,5,25,0.1719,13000,1,0,2,1,10,5500,0.0342,100,60
1,2,792,1,26,0.166666667,25200,1,1,2,1,20,5500,0.0662,506.122,500
2,3,2098,4,35,0.0554,16000,1,1,3,1,40,9100,0.0618,3370.408,4991.18
2,3,2098,4,4,0.1724,16000,1,0,1,1,10,9100,0.1244,21.03,20
1,2,1800,13,2,3.229166667,8300,1,1,3,1,3,5500,0.03,22,15
3,2,5937,7,8,0.11,11050,1,1,1,1,10,5500,0.09,37.153,50
4,1,874,2,5,0.131578947,20000,1,1,3,2,20,8200,0.1053,56,35
3,2,814,13,36,0.001,7500,1,0,1,1,120,5500,0.1,2000,350
1,2,2315,9,27,0.4299,12000,1,1,3,2,20,5500,0.4333,413,500
1,2,1800,13,14,0.0859,8300,1,1,3,1,15,5500,0.1249,89.027,119.6
3,2,3800,6,8,0.11,11500,1,1,1,1,10,5500,0.09,37.153,50
3,2,273,14,11,0.2,7050,1,1,3,2,50,5500,0.0552,152,159
2,3,3221,2,9,0.0831,17500,1,1,2,1,10,9100,0.06,60,60
1,2,350,2,36,0.172413793,23100,1,0,1,1,120,5500,0.1,1752.5,1300
1,2,2213,6,25,0.1719,15500,1,0,1,1,10,5500,0.0342,100,60
1,2,1516,5,15,0.166666667,16800,1,1,3,1,100,5500,0.1135,97.439,121.53
3,2,3995,5,26,0.13,13000,1,0,2,1,20,5500,0.0662,115,200
3,2,273,14,13,0.4,7050,1,0,1,1,10,5500,0.0951,21.03,20
1,2,2031,10,35,0.2579,10700,1,1,3,2,60,5500,0.0618,3180,4991.18
3,2,1523,3,26,0.13,15300,1,0,1,1,20,5500,0.0662,105.15,200
4,1,2392,5,5,0.131578947,13800,1,1,3,2,20,8200,0.1053,56,35
1,2,350,2,25,0.1719,23100,1,0,2,1,10,5500,0.0342,100,60
3,2,698,15,8,0.4,6600,1,1,3,1,10,5500,0.09,37.153,48.09
1,2,2031,10,26,0.25862069,10700,1,0,2,1,20,5500,0.0662,115,50
1,2,2213,6,31,0.25862069,15500,0,1,1,1,30,5500,0.0996,70.1,200
3,2,698,15,11,0.2,6600,1,0,1,1,20,5500,0.0552,50,20
1,2,2315,9,13,0.0859,12000,1,0,1,1,10,5500,0.0951,21.03,20
3,2,698,15,6,0.8,6600,1,1,3,1,10,5500,0.1249,15,50
2,3,5772,7,16,0.0554,14000,1,1,3,1,10,9100,0.0912,180.157,180
3,2,3003,12,20,0.6,7950,1,1,3,1,20,5500,0.1143,46.09,80
3,2,273,14,4,0.4,7050,1,1,2,1,10,5500,0.12,42.06,50
3,2,5864,8,5,0.64,10450,1,0,1,1,20,5500,0.1053,37.854,40
3,2,3003,12,31,0.4,7950,1,1,3,2,50,5500,0.0996,540,850
2,3,3221,2,22,0.554,17500,1,1,3,1,10,9100,0.1233,110,555
4,1,2392,5,7,0.197368421,13800,1,1,3,2,15,8200,0.0511,104,120
3,2,4549,9,27,0.13,9900,1,0,1,1,30,5500,0.4333,100,130
2,3,2098,4,15,0.166666667,16000,1,0,2,1,50,9100,0.1135,30,60
1,2,2315,9,9,0.3439,12000,1,1,3,2,20,5500,0.06,55,50.46
2,3,1368,8,35,0.0896,12500,1,0,2,1,40,9100,0.0618,487.195,70
1,2,792,1,32,0.001,25200,1,1,3,2,30,5500,0.0525,329.47,1495.79
2,3,107371,3,32,0.7168,17000,1,1,3,2,30,9100,0.0525,254,200
1,2,2031,10,13,0.0859,10700,1,1,2,1,10,5500,0.0951,39.957,100
3,2,9315,10,15,0.01,9700,1,1,3,1,100,5500,0.1135,140,191
1,2,4414,8,7,0.166666667,12500,1,1,3,1,10,5500,0.0511,63,37.88
1,2,2031,10,33,0.5159,10700,1,0,2,1,40,5500,0.0554,390,350
3,2,5864,8,20,0.28,10450,1,1,3,1,25,5500,0.1143,184,204
3,2,26,1,14,0.7,18400,1,1,3,1,50,5500,0.1249,91.23,125
1,2,550,4,2,1.874117232,17400,1,1,3,1,3,5500,0.03,10,10
3,2,1523,3,9,0.7,15300,1,1,3,2,20,5500,0.06,82,55
1,2,747,3,19,0.25862069,19300,1,1,3,2,20,5500,0.1417,151,150
1,2,5071,11,16,0.0859,9300,1,0,1,1,10,5500,0.0912,60,60
1,2,2031,10,11,0.4299,10700,0,1,2,1,15,5500,0.0552,42.06,60
4,1,5457,8,29,0.0277,11900,1,1,3,2,70,8200,0.1151,660,1400
2,3,2098,4,4,0.1724,16000,1,1,3,1,10,9100,0.1244,56.08,39.43
2,3,2098,4,35,0.0554,16000,1,1,2,1,40,9100,0.0618,3370.408,4991.18
3,2,814,13,14,0.8,7500,1,0,2,1,15,5500,0.1249,33,25
3,2,5864,8,13,0.07,10450,1,1,3,1,10,5500,0.0951,39.957,110
4,1,874,2,31,0.0896,20000,1,1,3,1,40,8200,0.0996,263,950
1,2,1951,7,36,0.172413793,14300,1,0,1,1,120,5500,0.1,1402,750
3,2,3995,5,23,0.08,13000,1,1,3,2,40,5500,0.07,328,227
3,2,3571,11,33,0.1,8500,1,1,3,1,60,5500,0.0554,1380,1664
4,1,1055,3,15,0.065789474,15700,1,1,3,1,50,8200,0.1135,146,160
1,2,1800,13,30,0.172413793,8300,1,0,2,1,15,5500,0.0743,100,150
1,2,1800,13,36,0.4299,8300,1,0,2,1,120,5500,0.1,2500,850
4,1,2392,5,10,0.526315789,13800,1,1,3,2,20,8200,0.2342,60,90
4,1,1055,3,19,0.328947368,15700,1,0,1,1,20,8200,0.1417,70,90
3,2,814,13,20,0.6,7500,1,1,3,2,50,5500,0.1143,46.09,80
4,1,5457,8,7,0.197368421,11900,1,1,3,1,10,8200,0.0511,104,120
2,3,1604,9,3,0.2688,12400,1,1,3,2,60,9100,0.0563,17,13
2,3,2009,10,35,0.0896,11900,1,1,3,2,60,9100,0.0618,3370.408,267
1,2,550,4,5,0.1724,17400,1,1,1,1,10,5500,0.1053,37.854,50
2,3,2098,4,5,0.0554,16000,1,0,1,1,10,9100,0.1053,30,30
1,2,1951,7,14,0.344827586,14300,1,0,1,1,15,5500,0.1249,42.06,80
2,3,5772,7,11,0.0554,14000,1,1,3,1,15,9100,0.0552,86,104
1,2,1951,7,19,0.086206897,14300,1,0,2,1,10,5500,0.1417,55,40
4,1,874,2,36,0.026315789,20000,1,1,3,2,250,8200,0.1,2349,6000
2,3,5772,7,21,0.0831,14000,1,1,3,1,20,9100,0.1104,35,65
1,2,4414,8,21,0.5159,12500,1,1,3,2,30,5500,0.1104,80,215.65
3,2,273,14,12,0.8,7050,1,0,2,1,10,5500,0.1297,30,30
1,2,550,4,25,0.1719,17400,1,0,1,1,10,5500,0.0342,100,60
3,2,273,14,31,0.4,7050,0,1,1,1,30,5500,0.0996,70.1,150
2,3,3221,2,26,0.0896,17500,1,1,3,1,20,9100,0.0662,462,530
3,2,3995,5,12,0.1,13000,1,0,2,1,10,5500,0.1297,30,40
3,2,273,14,27,0.13,7050,1,1,3,1,30,5500,0.4333,413,380
4,1,874,2,14,0.263157895,20000,1,1,3,1,15,8200,0.1249,77,455
1,2,1516,5,19,0.25862069,16800,1,1,3,2,20,5500,0.1417,151,150
1,2,5071,11,29,0.0859,9300,1,1,3,2,70,5500,0.1151,44.163,43.31
2,3,1368,8,21,0.2688,12500,1,0,1,1,20,9100,0.1104,35,270
2,3,107371,3,2,1.568530702,17000,0,1,2,1,3,9100,0.03,7,7
1,2,4414,8,18,0.4299,12500,1,1,3,1,10,5500,0.1417,160,200
2,3,7212,6,18,0.0831,15500,1,1,3,1,10,9100,0.1417,130,230
3,2,457,2,31,0.07,17400,1,0,1,1,40,5500,0.0996,170,350
3,2,5937,7,19,0.11,11050,1,0,1,1,20,5500,0.1417,90,70
2,3,1604,9,34,0.3584,12400,1,1,3,1,30,9100,0.1934,4823,5000
2,3,2757,5,35,0.0554,16000,1,0,1,1,40,9100,0.0618,487.195,90
3,2,9315,10,20,0.28,9700,0,1,1,1,20,5500,0.1143,65,100
1,2,1800,13,28,0.25862069,8300,1,1,3,1,100,5500,0.107,351.902,360.91
3,2,273,14,20,0.6,7050,1,0,2,1,20,5500,0.1143,30,20
2,3,3221,2,31,0.0896,17500,1,0,1,1,30,9100,0.0996,178.054,300
1,2,792,1,36,0.172413793,25200,1,1,3,1,120,5500,0.1,10701.466,7000
3,2,4549,9,34,0.11,9900,1,1,3,2,60,5500,0.1934,1706,3162
4,1,5457,8,23,0.263157895,11900,1,1,3,2,30,8200,0.07,200,290
1,2,2031,10,27,0.4299,10700,1,0,2,1,10,5500,0.4333,100,60
1,2,350,2,31,0.25862069,23100,1,0,2,1,30,5500,0.0996,178.054,750
4,1,1055,3,31,0.0896,15700,1,1,3,2,60,8200,0.0996,263,900
3,2,457,2,34,0.11,17400,1,0,1,1,35,5500,0.1934,1808,1400
1,2,350,2,13,0.0859,23100,1,0,2,1,10,5500,0.0951,21.03,25
3,2,3571,11,13,0.4,8500,1,1,3,2,20,5500,0.0951,39.957,90
1,2,1516,5,20,0.344827586,16800,1,0,1,1,15,5500,0.1143,70.1,80
3,2,5864,8,12,0.1,10450,1,0,2,1,10,5500,0.1297,30,40
1,2,5071,11,21,0.5159,9300,1,0,2,1,20,5500,0.1104,70,70
3,2,3571,11,13,0.4,8500,0,1,1,1,10,5500,0.0951,35.05,20
1,2,1800,13,13,0.0859,8300,1,0,1,1,10,5500,0.0951,21.03,20
2,3,5772,7,22,0.554,14000,1,1,3,2,20,9100,0.1233,110,555
4,1,1055,3,21,0.131578947,15700,1,0,2,1,25,8200,0.1104,200,120
3,2,457,2,9,0.7,17400,1,1,3,2,20,5500,0.06,82,55
3,2,1523,3,32,0.05,15300,1,1,3,1,25,5500,0.0525,1200,1379
2,3,107371,3,10,0.1939,17000,1,1,3,1,10,9100,0.2342,60,90
3,2,5864,8,35,0.13,10450,1,1,3,1,20,5500,0.0618,3000,3400
1,2,1924,12,14,0.0859,8700,1,0,2,1,15,5500,0.1249,42.06,60
1,2,1951,7,34,0.603448276,14300,1,1,3,1,40,5500,0.1934,3334.05414,2149
2,3,2757,5,35,0.0554,16000,1,1,2,1,40,9100,0.0618,3370.408,4991.18
2,3,107371,3,4,0.1724,17000,1,1,3,2,20,9100,0.1244,56.08,39.43
1,2,1800,13,4,0.1719,8300,1,0,1,1,10,5500,0.1244,21.03,20
4,1,146,1,14,0.263157895,20500,1,1,3,2,30,8200,0.1249,77,455
1,2,2315,9,17,0.1719,12000,1,0,1,1,10,5500,0.1275,45,50
2,3,686,1,28,0.25862069,19500,1,1,3,2,150,9100,0.107,1124,350
2,3,7212,6,33,0.0831,15500,1,1,3,2,50,9100,0.0554,394,400
3,2,698,15,4,0.4,6600,1,0,1,1,10,5500,0.12,21.03,10
2,3,3221,2,11,0.0554,17500,1,1,3,1,15,9100,0.0552,86,104
1,2,4414,8,31,0.1719,12500,1,1,3,2,50,5500,0.0996,171.044,353.83
4,1,1841,4,19,0.328947368,15000,1,1,3,2,30,8200,0.1417,100,240
3,2,4549,9,9,0.17,9900,1,1,3,2,20,5500,0.06,65,55
1,2,1516,5,19,0.086206897,16800,1,0,1,1,10,5500,0.1417,55,40
1,2,1951,7,36,0.172413793,14300,1,1,3,2,250,5500,0.1,9814,7000
3,2,1562,4,9,0.7,14800,1,0,1,1,10,5500,0.06,40,70
1,2,1516,5,9,0.25862069,16800,1,0,1,1,10,5500,0.06,53.276,70
4,1,5457,8,28,0.328947368,11900,1,0,1,1,40,8200,0.107,150,70
1,2,2315,9,34,0.6878,12000,1,0,2,1,40,5500,0.1934,900,1200
1,2,2315,9,23,0.0859,12000,1,0,1,1,15,5500,0.07,90,130
1,2,5071,11,6,0.645833333,9300,1,1,1,1,10,5500,0.1249,15,25
1,2,747,3,28,0.25862069,19300,1,1,1,1,100,5500,0.107,351.902,380
1,2,4414,8,17,0.1719,12500,1,0,1,1,10,5500,0.1275,45,50
1,2,350,2,14,0.333333333,23100,1,1,3,2,30,5500,0.1249,89.027,119.6
3,2,1523,3,34,0.11,15300,1,1,3,2,60,5500,0.1934,1808,3162
1,2,1951,7,32,0.001,14300,1,1,3,2,30,5500,0.0525,278.297,640
1,2,550,4,5,0.1724,17400,1,0,1,1,10,5500,0.1053,37.854,50
1,2,2213,6,24,0.0862,15500,1,1,3,1,10,5500,0.1275,99.542,104.48
1,2,1924,12,26,0.25862069,8700,1,1,1,1,20,5500,0.0662,230,197.51
1,2,1924,12,34,0.6878,8700,1,1,3,2,60,5500,0.1934,2479,2149
3,2,273,14,9,0.12,7050,1,0,1,1,10,5500,0.06,30,25
1,2,5071,11,14,0.0859,9300,1,1,3,1,15,5500,0.1249,89.027,119.6
1,2,350,2,15,0.166666667,23100,1,1,3,1,100,5500,0.1135,97.439,146.96
3,2,1523,3,33,0.7,15300,1,1,3,1,60,5500,0.0554,1380,1475
3,2,1523,3,5,0.69,15300,1,1,3,2,10,5500,0.1053,39,50
4,1,874,2,32,0.263157895,20000,1,0,2,1,20,8200,0.0525,100,300
2,3,3221,2,7,0.0831,17500,1,0,2,1,10,9100,0.0511,35,15
3,2,9315,10,3,0.3,9700,1,0,1,1,5,5500,0.0563,25,15
1,2,2031,10,10,0.2579,10700,1,1,3,1,10,5500,0.2342,60,100
1,2,1516,5,7,0.166666667,16800,1,1,3,2,15,5500,0.0511,52.575,37.88
4,1,2392,5,12,0.263157895,13800,1,1,3,1,10,8200,0.1297,49,100
2,3,2009,10,5,0.0896,11900,1,1,2,1,10,9100,0.1053,35,35
4,1,2632,6,15,0.065789474,13700,1,1,3,1,100,8200,0.1135,124,120
3,2,273,14,16,0.2,7050,1,1,3,2,30,5500,0.0912,45,105
4,1,2720,7,16,0.328947368,12000,1,1,3,1,20,8200,0.0912,152,160
2,3,2757,5,2,1.568530702,16000,0,1,1,1,3,9100,0.03,7,7
3,2,273,14,33,0.1,7050,1,1,3,2,60,5500,0.0554,1380,1664
3,2,3003,12,26,0.2,7950,1,1,3,1,20,5500,0.0662,230,200
3,2,698,15,22,0.8,6600,1,1,3,1,5,5500,0.1233,24,188
1,2,1800,13,31,0.1719,8300,0,1,1,1,30,5500,0.0996,70.1,150
2,3,686,1,4,0.1724,19500,1,1,3,1,10,9100,0.1244,56.08,39.43
1,2,2031,10,13,0.0859,10700,1,0,1,1,10,5500,0.0951,21.03,20
3,2,457,2,10,0.13,17400,1,1,3,2,20,5500,0.2342,100,100
3,2,457,2,14,0.7,17400,1,0,2,1,20,5500,0.1249,40,40
3,2,698,15,26,0.2,6600,1,0,2,1,20,5500,0.0662,115,120
4,1,1841,4,17,0.263157895,15000,1,0,1,1,10,8200,0.1275,30,50
3,2,1523,3,36,0.001,15300,1,1,3,1,100,5500,0.1,6120,7716
3,2,9315,10,23,0.08,9700,1,0,1,1,15,5500,0.07,100,50
3,2,3003,12,12,0.8,7950,1,1,3,2,30,5500,0.1297,70,161
1,2,4414,8,20,0.7738,12500,1,0,2,1,15,5500,0.1143,90,20
3,2,698,15,35,0.8,6600,1,0,2,1,20,5500,0.0618,700,170
3,2,3003,12,6,0.8,7950,1,1,3,1,10,5500,0.1249,15,50
4,1,1055,3,31,0.0896,15700,1,1,3,1,35,8200,0.0996,263,900
3,2,5937,7,20,0.28,11050,1,1,3,2,50,5500,0.1143,184,204
2,3,2098,4,30,0.172413793,16000,1,0,1,1,15,9100,0.0743,150,200
2,3,3221,2,30,0.172413793,17500,1,0,1,1,15,9100,0.0743,150,200
4,1,1841,4,11,0.197368421,15000,1,0,2,1,15,8200,0.0552,30,50
1,2,550,4,5,0.1724,17400,1,1,3,2,20,5500,0.1053,37.854,47
1,2,1924,12,33,0.5159,8700,1,1,3,1,40,5500,0.0554,665,1094
1,2,2315,9,8,0.1719,12000,1,1,3,1,10,5500,0.0924,37.153,48.09
3,2,1523,3,29,0.001,15300,1,1,1,1,40,5500,0.1151,71,180
1,2,792,1,33,0.172413793,25200,1,0,2,1,40,5500,0.0554,560.8,250
2,3,3221,2,13,0.0831,17500,1,1,1,1,10,9100,0.0951,435,193
1,2,1516,5,4,0.1724,16800,1,1,2,1,10,5500,0.1244,42.06,40
3,2,1562,4,20,0.28,14800,1,1,3,1,25,5500,0.1143,184,204
3,2,1562,4,30,0.01,14800,1,0,1,1,15,5500,0.0743,150,200
1,2,2213,6,9,0.25862069,15500,1,0,1,1,10,5500,0.06,53.276,70
2,3,5772,7,24,0.0277,14000,1,1,3,2,40,9100,0.1275,233.433,450
1,2,4414,8,13,0.0859,12500,0,1,1,1,10,5500,0.0951,35.05,20
2,3,7212,6,21,0.0831,15500,1,0,1,1,20,9100,0.1104,35,180
1,2,792,1,4,0.1724,25200,1,1,3,2,20,5500,0.1244,56.08,39.43
1,2,2031,10,12,0.4299,10700,1,1,3,1,15,5500,0.1297,85,120
1,2,1516,5,12,0.43,16800,1,1,3,2,30,5500,0.1297,70,100
1,2,1951,7,9,0.25862069,14300,1,1,3,1,10,5500,0.06,53.276,50.46
3,2,3995,5,3,0.3,13000,1,1,3,1,5,5500,0.0563,57,39
2,3,7212,6,34,0.0277,15500,1,0,2,1,35,9100,0.1934,500,350
1,2,4414,8,9,0.3439,12500,1,0,2,1,10,5500,0.06,55,50
2,3,1368,8,3,0.2688,12500,1,0,2,1,40,9100,0.0563,10,25
1,2,350,2,17,0.1724,23100,0,1,1,1,10,5500,0.1275,56.08,100
1,2,792,1,28,0.25862069,25200,1,1,2,1,100,5500,0.107,571.315,500
3,2,1523,3,33,0.7,15300,1,0,2,1,40,5500,0.0554,600,250
4,1,1841,4,10,0.526315789,15000,0,1,2,1,10,8200,0.2342,40,50
3,2,814,13,15,0.01,7500,1,1,3,1,100,5500,0.1135,151,224
1,2,747,3,12,0.43,19300,1,1,3,1,15,5500,0.1297,70,100
