car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,online price ,price 
1,2,350,2,23,0.172413793,23100,1,0,2,1,15,5500,0.07,150,200
2,3,7212,6,4,0.1724,15500,1,1,1,1,10,9100,0.1244,56.08,40
1,2,2315,9,7,0.166666667,12000,1,0,1,1,10,5500,0.0511,20,15
2,3,1604,9,26,0.0896,12400,1,1,1,1,20,9100,0.0662,385,400
2,3,3221,2,29,0.0277,17500,1,1,3,1,50,9100,0.1151,200,300
2,3,3221,2,18,0.0831,17500,1,1,3,1,10,9100,0.1417,130,230
2,3,107371,3,20,0.344827586,17000,1,1,3,1,15,9100,0.1143,182,75
2,3,107371,3,21,0.0831,17000,1,1,3,1,20,9100,0.1104,35,65
1,2,1800,13,35,0.2579,8300,1,1,1,1,40,5500,0.0618,3180,4991.18
1,2,550,4,21,0.431034483,17400,1,0,2,1,20,5500,0.1104,84.12,150
3,2,9315,10,14,0.7,9700,1,0,1,1,15,5500,0.1249,40,40
3,2,5864,8,9,0.17,10450,1,0,1,1,10,5500,0.06,30,40
2,3,107371,3,4,0.1724,17000,0,1,1,1,10,9100,0.1244,24.535,20
1,2,747,3,13,0.0859,19300,1,1,2,1,10,5500,0.0951,39.957,100
4,1,1841,4,9,0.263157895,15000,1,1,3,1,11,8200,0.06,39,25
1,2,2315,9,9,0.3439,12000,1,1,3,1,10,5500,0.06,55,50.46
2,3,3221,2,30,0.172413793,17500,1,1,3,1,15,9100,0.0743,220,800
2,3,3221,2,19,0.0554,17500,1,0,2,1,10,9100,0.1417,50,120
4,1,1841,3,10,0.526315789,13880.12032,0,1,2,1,10,8200,0.2342,40,50
4,1,2392,5,11,0.197368421,13800,1,1,3,1,15,8200,0.0552,93,130
2,3,3221,2,31,0.0896,17500,0,1,2,1,30,9100,0.0996,255.865,200
4,1,1289,9,27,0.065789474,11500,1,0,2,1,30,8200,0.4333,200,100
4,1,2720,7,22,0.131578947,12000,1,0,1,1,10,8200,0.1233,40,40
3,2,3003,12,13,0.4,7950,1,1,3,2,20,5500,0.0951,39.957,90
2,3,686,1,2,1.568530702,19500,1,1,3,1,3,9100,0.03,14,11
4,1,874,2,16,0.328947368,20000,1,1,3,1,20,8200,0.0912,227,190
1,2,5071,11,32,0.001,9300,1,0,2,1,20,5500,0.0525,105.15,200
1,2,1800,13,26,0.25862069,8300,1,0,2,1,20,5500,0.0662,115,50
1,2,4414,8,36,0.4299,12500,1,1,3,2,250,5500,0.1,6776,7000
1,2,2315,9,6,0.645833333,12000,1,1,3,2,20,5500,0.1249,15,50
2,3,2009,10,14,0.2688,11900,1,1,2,1,15,9100,0.1249,89.027,30
2,3,686,1,32,0.7168,19500,1,0,2,1,20,9100,0.0525,100,40
4,1,1055,3,7,0.197368421,15700,1,0,1,1,10,8200,0.0511,10,25
2,3,2098,4,19,0.0554,16000,1,1,3,2,20,9100,0.1417,130,250
1,2,747,3,36,0.172413793,19300,1,1,3,1,120,5500,0.1,9814,7000
4,1,2392,5,28,0.328947368,13800,1,1,3,2,120,8200,0.107,391,300
2,3,1604,9,14,0.2688,12400,1,0,1,1,15,9100,0.1249,42.06,30
4,1,1289,9,19,0.328947368,11500,1,1,3,1,15,8200,0.1417,100,230
1,2,1951,7,11,0.25862069,14300,1,0,2,1,15,5500,0.0552,28.04,60
3,2,26,1,27,0.13,18400,1,1,3,1,30,5500,0.4333,395,380
3,2,3995,5,36,0.001,13000,1,0,1,1,100,5500,0.1,2000,450
4,1,146,1,31,0.0896,20500,1,0,1,1,40,8200,0.0996,100,300
2,3,1368,8,15,0.166666667,12500,1,1,3,2,100,9100,0.1135,35,70
1,2,2213,6,17,0.1724,15500,0,1,1,1,10,5500,0.1275,49.07,70
3,2,5864,8,11,0.02,10450,1,0,1,1,20,5500,0.0552,50,25
3,2,273,14,26,0.2,7050,1,1,3,2,40,5500,0.0662,230,200
4,1,5457,8,25,0.0277,11900,1,1,3,2,10,8200,0.0342,350,500
3,2,457,2,15,0.01,17400,1,1,3,2,150,5500,0.1135,140,181
4,1,5457,8,15,0.065789474,11900,1,1,3,2,50,8200,0.1135,124,120
3,2,3800,6,30,0.01,11500,1,0,1,1,15,5500,0.0743,100,160
2,3,1368,8,31,0.0896,12500,1,1,3,1,30,9100,0.0996,175.951,496
2,3,2757,5,22,0.554,16000,1,1,3,2,20,9100,0.1233,110,555
3,2,698,15,36,0.001,6600,1,0,2,1,120,5500,0.1,2000,350
1,2,1516,5,32,0.001,16800,0,1,1,1,20,5500,0.0525,146.509,300
1,2,5071,11,17,0.1719,9300,0,1,2,1,10,5500,0.1275,45,70
3,2,3003,12,22,0.8,7950,1,0,2,1,5,5500,0.1233,24,30
2,3,2098,4,12,0.0896,16000,1,1,3,2,30,9100,0.1297,71,87
1,2,2031,10,36,0.4299,10700,1,1,3,2,250,5500,0.1,6776,7000
2,3,5772,7,4,0.1724,14000,0,1,1,1,10,9100,0.1244,24.535,20
1,2,747,3,10,0.517241379,19300,0,1,2,1,10,5500,0.2342,40,50
2,3,107371,3,11,0.0554,17000,1,1,2,1,15,9100,0.0552,86,104
3,2,9315,10,32,0.05,9700,1,0,2,1,25,5500,0.0525,200,70
2,3,107371,3,33,0.0831,17000,1,0,1,1,40,9100,0.0554,200,300
3,2,814,13,21,0.1,7500,0,1,2,1,20,5500,0.1104,98.14,100
3,2,273,14,15,0.01,7050,1,0,2,1,100,5500,0.1135,80,50
1,2,5071,11,13,0.0859,9300,1,1,2,1,10,5500,0.0951,39.957,100
1,2,350,2,31,0.25862069,23100,0,1,1,1,30,5500,0.0996,255.865,230
1,2,4414,8,12,0.4299,12500,0,1,1,1,15,5500,0.1297,30,40
3,2,3571,11,20,0.6,8500,1,0,2,1,20,5500,0.1143,30,20
3,2,5937,7,11,0.02,11050,1,0,1,1,20,5500,0.0552,50,25
4,1,5457,8,31,0.0896,11900,1,0,2,1,35,8200,0.0996,100,170
1,2,1516,5,33,0.172413793,16800,1,1,3,2,50,5500,0.0554,1073.231,1094
2,3,2098,4,31,0.0896,16000,1,0,1,1,30,9100,0.0996,178.054,300
1,2,1951,7,28,0.25862069,14300,1,0,1,1,100,5500,0.107,140.2,130
3,2,1523,3,28,0.06,15300,1,0,1,1,40,5500,0.107,100,180
1,2,1924,12,3,0.0859,8700,1,0,2,1,40,5500,0.0563,20,15
1,2,1800,13,4,0.1719,8300,1,1,3,1,10,5500,0.1244,42.06,39.43
4,1,5457,8,27,0.065789474,11900,1,0,2,1,30,8200,0.4333,200,100
3,2,457,2,18,0.7,17400,1,1,3,2,40,5500,0.1417,120,240
2,3,107371,3,31,0.0896,17000,1,0,1,1,30,9100,0.0996,178.054,300
1,2,747,3,27,0.4299,19300,1,0,2,1,10,5500,0.4333,100,70
3,2,273,14,14,0.8,7050,1,1,3,1,50,5500,0.1249,66,125
1,2,2213,6,15,0.166666667,15500,1,0,1,1,100,5500,0.1135,97.439,60
3,2,1523,3,4,0.1,15300,0,1,2,1,10,5500,0.12,24.535,30
2,3,2757,5,19,0.0554,16000,1,0,2,1,10,9100,0.1417,50,120
3,2,26,1,36,0.001,18400,1,1,3,2,240,5500,0.1,6120,7716
3,2,5864,8,31,0.07,10450,1,1,3,1,50,5500,0.0996,580,810
1,2,5071,11,7,0.166666667,9300,1,1,3,2,15,5500,0.0511,63,37.88
2,3,2757,5,12,0.0896,16000,1,1,3,2,30,9100,0.1297,71,87
4,1,2632,6,22,0.131578947,13700,1,0,1,1,10,8200,0.1233,40,40
3,2,26,1,15,0.01,18400,1,0,2,1,100,5500,0.1135,80,80
1,2,792,1,10,0.166666667,25200,0,1,1,1,10,5500,0.2342,40,50
3,2,698,15,36,0.001,6600,1,0,1,1,120,5500,0.1,2000,350
2,3,3221,2,13,0.0831,17500,1,0,1,1,10,9100,0.0951,70,130
1,2,2031,10,19,0.4299,10700,1,1,3,2,20,5500,0.1417,130,150
3,2,1562,4,4,0.1,14800,1,0,2,1,10,5500,0.12,21.03,30
1,2,2031,10,17,0.1719,10700,0,1,2,1,10,5500,0.1275,45,70
2,3,2098,4,17,0.0831,16000,1,1,1,1,10,9100,0.1275,103.748,127
4,1,874,2,15,0.065789474,20000,1,1,3,1,50,8200,0.1135,146,200
3,2,4549,9,20,0.28,9900,1,1,3,2,50,5500,0.1143,184,204
1,2,1951,7,4,0.1724,14300,1,1,1,1,10,5500,0.1244,42.06,40
1,2,747,3,12,0.43,19300,0,1,1,1,15,5500,0.1297,30,40
3,2,1562,4,34,0.11,14800,1,1,3,2,60,5500,0.1934,1808,3162
1,2,1924,12,26,0.25862069,8700,1,0,1,1,20,5500,0.0662,115,150
3,2,273,14,29,0.001,7050,1,1,3,2,100,5500,0.1151,35,130
2,3,7212,6,18,0.0831,15500,1,0,2,1,10,9100,0.1417,50,70
2,3,5772,7,33,0.0831,14000,1,0,2,1,40,9100,0.0554,200,80
2,3,1604,9,36,0.3584,12400,1,0,2,1,150,9100,0.1,1752.5,500
1,2,1924,12,32,0.001,8700,0,1,2,1,20,5500,0.0525,146.509,300
3,2,3800,6,20,0.28,11500,0,1,1,1,20,5500,0.1143,65,100
4,1,2632,6,10,0.526315789,13700,0,1,2,1,10,8200,0.2342,40,50
3,2,1523,3,10,0.13,15300,0,1,1,1,10,5500,0.2342,50,50
1,2,550,4,3,0.086206897,17400,1,0,2,1,40,5500,0.0563,20,15
2,3,2098,4,17,0.0831,16000,1,1,3,2,20,9100,0.1275,103.748,127
4,1,1289,9,21,0.131578947,11500,1,0,1,1,20,8200,0.1104,40,50
1,2,5071,11,22,0.166666667,9300,1,1,3,1,40,5500,0.1233,100,120
3,2,4549,9,21,0.08,9900,1,0,2,1,25,5500,0.1104,150,120
2,3,2009,10,9,0.1792,11900,0,1,2,1,10,9100,0.06,35.05,30
1,2,1951,7,19,0.086206897,14300,1,1,3,1,10,5500,0.1417,110,150
3,2,814,13,9,0.12,7500,0,1,2,1,10,5500,0.06,30,70
2,3,107371,3,11,0.0554,17000,1,1,1,1,15,9100,0.0552,86,104
3,2,273,14,32,0.4,7050,1,0,1,1,20,5500,0.0525,200,70
3,2,1562,4,28,0.06,14800,1,0,2,1,40,5500,0.107,100,150
1,2,1951,7,17,0.1724,14300,1,1,1,1,10,5500,0.1275,100.243,170
2,3,7212,6,26,0.0896,15500,1,1,2,1,20,9100,0.0662,462,530
2,3,2009,10,23,0.3584,11900,1,0,2,1,15,9100,0.07,150,30
2,3,1604,9,7,0.1792,12400,1,0,2,1,10,9100,0.0511,30,15
2,3,7212,6,35,0.0554,15500,1,1,1,1,40,9100,0.0618,3370.408,4991.18
1,2,550,4,32,0.001,17400,0,1,2,1,20,5500,0.0525,146.509,300
2,3,1604,9,3,0.2688,12400,1,0,2,1,40,9100,0.0563,10,25
2,3,3221,2,16,0.0554,17500,1,0,1,1,10,9100,0.0912,60,50
1,2,2315,9,12,0.4299,12000,1,1,3,2,30,5500,0.1297,85,120
3,2,3003,12,13,0.4,7950,0,1,1,1,10,5500,0.0951,35.05,20
1,2,792,1,2,2.556640625,25200,1,1,3,2,10,5500,0.03,10,10
2,3,3221,2,25,0.0277,17500,1,1,3,2,20,9100,0.0342,150,300
2,3,7212,6,17,0.0831,15500,1,1,3,2,20,9100,0.1275,103.748,127
1,2,2031,10,10,0.2579,10700,0,1,1,1,10,5500,0.2342,40,50
3,2,457,2,3,0.3,17400,1,1,3,1,5,5500,0.0563,57,39
3,2,814,13,34,0.2,7500,1,0,2,1,30,5500,0.1934,1413,750
4,1,146,1,29,0.0277,20500,1,0,2,1,50,8200,0.1151,150,200
3,2,3800,6,10,0.17,11500,1,1,3,2,20,5500,0.2342,100,100
2,3,5772,7,24,0.0277,14000,1,1,1,1,20,9100,0.1275,233.433,450
4,1,1841,4,35,0.394736842,15000,1,1,3,1,40,8200,0.0618,1483,4022
3,2,3995,5,30,0.01,13000,1,0,1,1,15,5500,0.0743,100,160
3,2,457,2,21,0.08,17400,1,0,1,1,25,5500,0.1104,150,150
1,2,5071,11,35,0.2579,9300,1,1,3,1,40,5500,0.0618,3180,4991.18
1,2,5071,11,26,0.25862069,9300,1,1,1,1,20,5500,0.0662,230,197.51
3,2,3003,12,11,0.2,7950,1,0,2,1,20,5500,0.0552,50,15
3,2,3800,6,15,0.01,11500,1,1,3,2,150,5500,0.1135,140,191
2,3,1368,8,30,0.172413793,12500,1,1,3,1,15,9100,0.0743,220,800
2,3,3221,2,18,0.0831,17500,1,0,2,1,10,9100,0.1417,50,70
1,2,1951,7,24,0.0862,14300,1,0,1,1,10,5500,0.1275,56.08,60
3,2,1523,3,18,0.7,15300,1,0,1,1,25,5500,0.1417,110,70
1,2,350,2,26,0.166666667,23100,1,1,3,1,20,5500,0.0662,506.122,500
1,2,5071,11,14,0.0859,9300,1,1,2,1,15,5500,0.1249,89.027,119.6
4,1,2720,7,22,0.131578947,12000,1,1,3,2,20,8200,0.1233,197,220
1,2,350,2,24,0.0862,23100,1,1,3,1,10,5500,0.1275,233.433,250
3,2,5937,7,11,0.02,11050,1,1,3,1,20,5500,0.0552,152,113
3,2,814,13,6,0.8,7500,1,1,3,1,10,5500,0.1249,15,50
3,2,26,1,19,0.11,18400,1,0,2,1,20,5500,0.1417,100,200
3,2,698,15,20,0.6,6600,1,1,3,2,50,5500,0.1143,46.09,80
2,3,2098,4,2,1.568530702,16000,0,1,1,1,3,9100,0.03,7,7
2,3,1368,8,17,0.0831,12500,1,1,2,1,10,9100,0.1275,103.748,127
3,2,814,13,6,0.8,7500,0,1,2,1,10,5500,0.1249,14.02,30
1,2,747,3,9,0.25862069,19300,1,1,3,1,10,5500,0.06,53.276,50.46
3,2,1562,4,33,0.7,14800,1,0,1,1,40,5500,0.0554,600,250
2,3,2757,5,16,0.0554,16000,1,1,3,1,10,9100,0.0912,180.157,180
1,2,1516,5,8,0.086206897,16800,1,1,3,1,10,5500,0.0924,37.153,48.09
1,2,747,3,20,0.344827586,19300,1,0,2,1,15,5500,0.1143,70.1,30
2,3,3221,2,3,0.2688,17500,1,1,3,2,60,9100,0.0563,60,23
4,1,2392,5,9,0.263157895,13800,1,0,1,1,10,8200,0.06,10,15
4,1,1289,9,10,0.526315789,11500,0,1,2,1,10,8200,0.2342,40,50
3,2,4549,9,3,0.3,9900,1,0,1,1,5,5500,0.0563,25,15
4,1,5457,8,35,0.394736842,11900,1,0,1,1,40,8200,0.0618,300,100
1,2,2213,6,10,0.517241379,15500,0,1,1,1,10,5500,0.2342,40,50
4,1,874,2,25,0.0277,20000,1,0,1,1,5,8200,0.0342,150,100
1,2,1516,5,7,0.166666667,16800,1,1,3,1,10,5500,0.0511,52.575,37.88
4,1,1841,4,15,0.065789474,15000,1,0,2,1,50,8200,0.1135,40,60
2,3,2009,10,7,0.1792,11900,1,0,1,1,10,9100,0.0511,30,30
2,3,2009,10,24,0.0896,11900,1,1,1,1,20,9100,0.1275,233.433,400
3,2,457,2,15,0.01,17400,1,0,1,1,100,5500,0.1135,80,80
3,2,3571,11,19,0.11,8500,1,1,3,1,15,5500,0.1417,140,230
2,3,686,1,14,0.1108,19500,1,0,1,1,15,9100,0.1249,42.06,30
2,3,3221,2,18,0.0831,17500,1,1,3,2,20,9100,0.1417,130,230
3,2,3003,12,4,0.4,7950,1,0,2,1,10,5500,0.12,21.03,10
4,1,2392,5,29,0.0277,13800,1,0,1,1,50,8200,0.1151,300,150
2,3,686,1,30,0.172413793,19500,1,0,1,1,15,9100,0.0743,150,200
4,1,1841,4,12,0.263157895,15000,1,0,1,1,10,8200,0.1297,30,50
4,1,2720,7,23,0.263157895,12000,1,0,2,1,15,8200,0.07,100,40
2,3,107371,3,31,0.0896,17000,1,1,2,1,30,9100,0.0996,175.951,300
3,2,9315,10,27,0.13,9700,1,0,1,1,30,5500,0.4333,100,130
1,2,350,2,12,0.43,23100,1,1,3,2,30,5500,0.1297,77,110
1,2,550,4,12,0.43,17400,0,1,1,1,15,5500,0.1297,30,40
1,2,550,4,26,0.25862069,17400,1,0,1,1,20,5500,0.0662,105.15,150
4,1,1289,9,4,0.263157895,11500,1,0,1,1,10,8200,0.1244,10,10
3,2,1562,4,11,0.02,14800,1,1,3,1,30,5500,0.0552,160,119
2,3,2757,5,31,0.0896,16000,0,1,1,1,30,9100,0.0996,255.865,200
2,3,2757,5,36,0.0277,16000,1,1,3,1,150,9100,0.1,10701.466,7500
4,1,5457,8,23,0.263157895,11900,1,0,1,1,15,8200,0.07,100,30
1,2,2315,9,12,0.4299,12000,0,1,2,1,15,5500,0.1297,30,40
4,1,2720,7,26,0.0896,12000,1,0,1,1,30,8200,0.0662,20,100
1,2,792,1,32,0.001,25200,1,0,2,1,20,5500,0.0525,280.4,400
1,2,5071,11,33,0.5159,9300,1,0,2,1,40,5500,0.0554,390,350
2,3,1604,9,14,0.2688,12400,1,1,3,2,30,9100,0.1249,89.027,137
2,3,107371,3,3,0.2688,17000,1,1,3,2,60,9100,0.0563,60,23
3,2,3800,6,12,0.1,11500,1,1,3,2,30,5500,0.1297,70,143
4,1,1289,9,25,0.0277,11500,1,0,2,1,5,8200,0.0342,150,60
2,3,5772,7,13,0.0831,14000,0,1,2,1,10,9100,0.0951,200,150
1,2,2031,10,13,0.0859,10700,1,1,3,2,20,5500,0.0951,39.957,98.27
4,1,2632,6,31,0.0896,13700,1,0,1,1,35,8200,0.0996,100,150
4,1,1841,4,20,0.344827586,15000,1,0,2,1,25,8200,0.1143,100,150
4,1,2720,7,7,0.197368421,12000,1,1,3,1,10,8200,0.0511,104,120
2,3,1368,8,35,0.0896,12500,1,0,1,1,40,9100,0.0618,487.195,70
3,2,5937,7,25,0.1719,11050,1,1,3,2,20,5500,0.0342,250,718
1,2,2031,10,9,0.3439,10700,1,0,2,1,10,5500,0.06,55,50
3,2,457,2,5,0.69,17400,1,1,3,2,10,5500,0.1053,39,50
4,1,2632,6,3,0.263157895,13700,1,1,3,1,40,8200,0.0563,20,30
1,2,4414,8,12,0.4299,12500,1,1,3,2,30,5500,0.1297,85,120
2,3,2757,5,19,0.0554,16000,1,1,3,2,20,9100,0.1417,130,250
2,3,107371,3,8,0.0831,17000,1,1,3,1,10,9100,0.0924,37.153,55
1,2,1951,7,13,0.0859,14300,0,1,2,1,10,5500,0.0951,35.05,20
3,2,5937,7,5,0.64,11050,1,0,1,1,20,5500,0.1053,37.854,40
2,3,107371,3,7,0.0831,17000,1,1,3,2,15,9100,0.0511,59,50
1,2,550,4,16,0.25862069,17400,1,1,3,1,10,5500,0.0912,180.157,129.33
1,2,2315,9,20,0.7738,12000,1,0,2,1,15,5500,0.1143,90,20
3,2,9315,10,13,0.07,9700,1,1,3,1,10,5500,0.0951,39.957,110
1,2,4414,8,32,0.001,12500,1,0,1,1,20,5500,0.0525,105.15,200
1,2,4414,8,33,0.5159,12500,1,1,3,2,50,5500,0.0554,665,1094
1,2,2031,10,32,0.001,10700,0,1,2,1,20,5500,0.0525,146.509,300
4,1,2632,6,35,0.394736842,13700,1,0,2,1,40,8200,0.0618,300,120
3,2,698,15,23,0.08,6600,1,1,3,1,15,5500,0.07,328,257
1,2,4414,8,19,0.4299,12500,1,1,3,2,20,5500,0.1417,130,150
3,2,698,15,14,0.8,6600,0,1,2,1,15,5500,0.1249,42.06,60
1,2,747,3,6,0.51490162,19300,1,1,2,1,10,5500,0.1249,50.472,30
3,2,273,14,10,0.6,7050,1,1,3,2,20,5500,0.2342,100,100
1,2,4414,8,26,0.25862069,12500,1,0,1,1,20,5500,0.0662,115,150
3,2,1523,3,28,0.06,15300,1,0,2,1,40,5500,0.107,100,150
1,2,2031,10,18,0.4299,10700,1,0,2,1,10,5500,0.1417,50,70
2,3,2098,4,14,0.1108,16000,1,1,3,1,15,9100,0.1249,89.027,145
1,2,747,3,32,0.001,19300,1,1,3,1,20,5500,0.0525,278.297,640
3,2,26,1,28,0.06,18400,1,1,3,1,40,5500,0.107,205,593
1,2,747,3,27,0.4299,19300,1,0,1,1,10,5500,0.4333,100,70
2,3,1604,9,23,0.3584,12400,1,1,3,2,30,9100,0.07,290,400
2,3,107371,3,13,0.0831,17000,1,0,1,1,10,9100,0.0951,70,130
1,2,1516,5,20,0.344827586,16800,1,1,3,2,30,5500,0.1143,193.00633,171.46
1,2,350,2,18,0.16667,23100,1,0,2,1,10,5500,0.1417,50,50
3,2,26,1,27,0.13,18400,1,1,3,2,50,5500,0.4333,395,380
1,2,350,2,4,0.1724,23100,0,1,1,1,10,5500,0.1244,24.535,20
3,2,457,2,22,0.8,17400,1,0,2,1,5,5500,0.1233,108,120
3,2,3571,11,21,0.1,8500,1,1,3,2,50,5500,0.1104,125,80
1,2,4414,8,2,3.229166667,12500,0,1,2,1,3,5500,0.03,7,6
3,2,26,1,31,0.07,18400,1,1,3,2,50,5500,0.0996,580,890
1,2,1516,5,32,0.001,16800,1,0,1,1,20,5500,0.0525,105.15,200
2,3,2009,10,4,0.1724,11900,1,1,3,1,10,9100,0.1244,56.08,39.43
2,3,107371,3,33,0.0831,17000,1,1,3,2,50,9100,0.0554,394,400
3,2,3995,5,10,0.17,13000,0,1,1,1,10,5500,0.2342,50,50
4,1,146,1,16,0.328947368,20500,1,1,3,1,20,8200,0.0912,227,190
2,3,107371,3,2,1.568530702,17000,0,1,1,1,3,9100,0.03,7,7
3,2,273,14,15,0.01,7050,1,0,1,1,100,5500,0.1135,80,50
3,2,3800,6,4,0.1,11500,1,1,1,1,10,5500,0.12,42.06,50
3,2,814,13,23,0.08,7500,1,0,2,1,15,5500,0.07,100,20
2,3,5772,7,14,0.1108,14000,1,1,3,1,15,9100,0.1249,89.027,145
1,2,1516,5,9,0.25862069,16800,1,1,2,1,10,5500,0.06,53.276,40
1,2,2213,6,4,0.1724,15500,0,1,1,1,10,5500,0.1244,24.535,20
3,2,698,15,21,0.1,6600,1,1,3,1,20,5500,0.1104,125,80
3,2,5937,7,34,0.11,11050,1,1,3,1,35,5500,0.1934,1706,3162
4,1,2632,6,3,0.263157895,13700,1,0,2,1,40,8200,0.0563,10,10
1,2,1800,13,35,0.2579,8300,1,1,3,2,60,5500,0.0618,3180,4991.18
3,2,5937,7,31,0.07,11050,0,1,2,1,30,5500,0.0996,70.1,200
1,2,2315,9,10,0.2579,12000,1,1,3,1,10,5500,0.2342,60,100
3,2,3571,11,14,0.8,8500,0,1,1,1,15,5500,0.1249,42.06,60
1,2,350,2,13,0.0859,23100,0,1,1,1,10,5500,0.0951,35.05,20
3,2,26,1,26,0.13,18400,1,0,2,1,20,5500,0.0662,105.15,250
3,2,457,2,10,0.13,17400,0,1,1,1,10,5500,0.2342,50,50
2,3,107371,3,12,0.0896,17000,1,1,3,1,15,9100,0.1297,71,87
3,2,1523,3,12,0.7,15300,1,0,1,1,10,5500,0.1297,30,100
3,2,457,2,20,0.28,17400,1,1,3,1,25,5500,0.1143,184,204
1,2,350,2,26,0.166666667,23100,1,1,1,1,20,5500,0.0662,506.122,500
3,2,3571,11,36,0.001,8500,1,0,1,1,120,5500,0.1,2000,350
2,3,7212,6,15,0.166666667,15500,1,1,3,1,50,9100,0.1135,35,70
2,3,3221,2,21,0.0831,17500,1,1,3,1,20,9100,0.1104,35,65
1,2,2031,10,6,0.645833333,10700,0,1,2,1,10,5500,0.1249,14.02,30
3,2,3003,12,21,0.1,7950,0,1,2,1,20,5500,0.1104,98.14,100
4,1,5457,8,12,0.263157895,11900,1,0,1,1,10,8200,0.1297,20,35
2,3,2009,10,4,0.1724,11900,1,1,2,1,10,9100,0.1244,56.08,40
1,2,5071,11,36,0.4299,9300,1,0,2,1,120,5500,0.1,2500,850
2,3,5772,7,22,0.554,14000,1,0,1,1,10,9100,0.1233,40,230
1,2,5071,11,13,0.0859,9300,1,0,2,1,10,5500,0.0951,21.03,25
3,2,4549,9,22,0.8,9900,1,0,2,1,5,5500,0.1233,60,30
2,3,107371,3,17,0.0831,17000,1,1,3,1,10,9100,0.1275,103.748,127
1,2,1924,12,23,0.0859,8700,1,0,2,1,15,5500,0.07,90,100
1,2,550,4,28,0.25862069,17400,1,0,1,1,100,5500,0.107,140.2,130
1,2,5071,11,23,0.0859,9300,1,0,2,1,15,5500,0.07,90,100
1,2,1516,5,25,0.1719,16800,1,1,3,1,10,5500,0.0342,250,300
1,2,1951,7,18,0.4299,14300,1,0,1,1,10,5500,0.1417,50,50
2,3,2098,4,6,0.470559211,16000,0,1,1,1,10,9100,0.1249,24,38
3,2,5937,7,12,0.1,11050,1,1,3,1,10,5500,0.1297,70,143
3,2,3571,11,28,0.8,8500,1,0,2,1,40,5500,0.107,100,70
1,2,1951,7,30,0.172413793,14300,1,0,2,1,15,5500,0.0743,100,150
3,2,3003,12,31,0.4,7950,1,0,1,1,35,5500,0.0996,150,150
2,3,1368,8,35,0.0896,12500,1,1,3,1,40,9100,0.0618,3370.408,267
2,3,2009,10,32,0.7168,11900,1,0,1,1,20,9100,0.0525,100,50
1,2,1800,13,26,0.25862069,8300,1,1,1,1,20,5500,0.0662,230,197.51
3,2,9315,10,6,0.47,9700,1,1,3,2,20,5500,0.1249,50.472,62.2
3,2,3003,12,5,0.8,7950,1,0,2,1,10,5500,0.1053,37.854,20
4,1,1841,3,10,0.526315789,13880.12032,1,1,3,1,10,8200,0.2342,60,90
2,3,686,1,31,0.0896,19500,1,1,3,2,50,9100,0.0996,175.951,267
1,2,792,1,19,0.16667,25200,1,1,3,1,10,5500,0.1417,130,160
4,1,874,2,25,0.0277,20000,1,1,3,2,10,8200,0.0342,350,600
2,3,5772,7,30,0.172413793,14000,1,1,3,2,30,9100,0.0743,220,800
2,3,1604,9,4,0.1724,12400,1,1,1,1,10,9100,0.1244,56.08,40
3,2,814,13,30,0.01,7500,1,0,1,1,15,5500,0.0743,100,160
2,3,686,1,13,0.0831,19500,1,1,3,2,20,9100,0.0951,435,193
3,2,273,14,4,0.4,7050,1,1,3,1,10,5500,0.12,42.06,50
4,1,5457,8,21,0.131578947,11900,1,0,1,1,20,8200,0.1104,40,50
4,1,1289,9,16,0.328947368,11500,1,0,1,1,20,8200,0.0912,20,35
2,3,686,1,8,0.0831,19500,1,1,3,2,20,9100,0.0924,37.153,55
2,3,107371,3,5,0.0554,17000,1,1,2,1,10,9100,0.1053,50,35
1,2,792,1,6,0.927083333,25200,1,1,2,1,10,5500,0.1249,50.472,40
4,1,1289,9,7,0.197368421,11500,1,0,2,1,10,8200,0.0511,20,10
4,1,5457,8,14,0.263157895,11900,1,1,3,2,30,8200,0.1249,43,300
2,3,2009,10,25,0.0277,11900,1,1,3,1,10,9100,0.0342,198,300
1,2,350,2,12,0.43,23100,0,1,2,1,15,5500,0.1297,30,40
2,3,686,1,5,0.0554,19500,1,0,1,1,10,9100,0.1053,30,30
3,2,273,14,13,0.4,7050,1,1,2,1,10,5500,0.0951,39.957,90
2,3,1368,8,14,0.2688,12500,1,0,1,1,15,9100,0.1249,42.06,30
3,2,1562,4,9,0.7,14800,0,1,1,1,10,5500,0.06,35.05,70
1,2,4414,8,4,0.1719,12500,1,1,3,1,10,5500,0.1244,42.06,39.43
3,2,3571,11,15,0.01,8500,1,0,2,1,100,5500,0.1135,80,50
2,3,2098,4,24,0.0277,16000,1,1,1,1,20,9100,0.1275,233.433,450
3,2,26,1,13,0.07,18400,0,1,1,1,10,5500,0.0951,35.05,40
2,3,7212,6,8,0.0831,15500,1,1,1,1,10,9100,0.0924,37.153,20
1,2,792,1,24,0.0862,25200,1,1,2,1,10,5500,0.1275,233.433,250
1,2,792,1,12,0.43,25200,1,1,3,1,15,5500,0.1297,77,110
3,2,1523,3,30,0.01,15300,1,1,3,1,15,5500,0.0743,204,585
